hybrid_rank,user_id,username,pp_rank,pp,elo_rank,elo_rating,elo_estimated,otr_rank,otr_rating,otr_estimated,tournaments_played,matches_played,plays,provisional,hybrid_score
7274,9573085,Dasrobot,12538,9162,,1798,yes,4525,1212,,1,1,0,,-0.005632240301738537
7275,18391582,aoma,6644,10385,6169,1714,,,1334,yes,0,0,22,,-0.005842339926693196
7276,19020678,MiraiMoe,7994,10064,7471,1687,,,1313,yes,0,0,4,yes,-0.005930352931839578
7277,10122365,-Mayumi,10107,9602,,1814,yes,5101,1193,,4,9,0,,-0.006361056111508695
7278,3288107,zuchima,9714,9670,,1816,yes,9171,1107,,2,2,0,,-0.006541189435018413
7279,8279758,Venumi,13627,8997,3233,1802,,4246,1222,,8,33,25,,-0.006640163965694626
7280,3645490,Agagak,4403,11185,,1864,yes,8845,1112,,45,158,0,,-0.006788396781819861
7281,11116286,Apaxia,8958,9822,5306,1736,,,1301,yes,0,0,13,yes,-0.006804824658872166
7282,12245298,Sasii,5555,10712,6991,1697,,4456,1214,,3,7,9,yes,-0.006839407131952226
7283,14154553,KS Wicher,12281,9209,5050,1743,,,1265,yes,0,0,1,yes,-0.006862709797877009
7284,17427568,Milktaro,12812,9118,3960,1774,,,1260,yes,0,0,3,yes,-0.007215648309114161
7285,27336366,MASTERCLASS,7324,10216,6557,1706,,,1323,yes,0,0,9,yes,-0.0074091120571355695
7286,16082609,Ellie_W10,8220,10008,8010,1675,,,1310,yes,0,0,3,yes,-0.007523672536223769
7287,17062924,HuyChann,8112,10034,,1828,yes,9319,1104,,2,4,0,,-0.0075975244644429785
7288,20276205,eqs,8594,9913,5222,1738,,,1305,yes,0,0,28,,-0.007634619259952874
7289,13795901,DarkPhantom1804,9499,9712,,1818,yes,7786,1132,,1,3,0,,-0.007661433310536564
7290,17861019,RedNoodlee,13606,9001,3671,1784,,,1253,yes,0,0,11,yes,-0.007969260030528145
7291,24569891,alarise,3803,11483,9289,1652,,,1397,yes,0,0,14,yes,-0.008467224865761402
7292,12243792,Rinat,9530,9706,4377,1761,,7232,1143,,1,1,31,,-0.008549330407841893
7293,29591822,- Hatsune Miku,9324,9746,5862,1722,,,1296,yes,0,0,5,yes,-0.008665599275119562
7294,1657637,Kexx,12885,9107,4154,1768,,,1259,yes,0,0,1,yes,-0.009049030201381675
7295,8446208,raJJJ,16048,8670,3003,1812,,,1235,yes,0,0,6,yes,-0.009174860556151784
7296,5141774,Areiax,10549,9514,,1811,yes,5630,1179,,2,4,0,,-0.009238459586177167
7297,3148418,Terces,8975,9818,,1821,yes,5386,1185,,6,20,0,,-0.009239878706935822
7298,14109511,Hanabi -,9518,9708,,1817,yes,6910,1150,,1,4,0,,-0.009597933133566994
7299,11234616,KEYNOT,3298,11782,9442,1649,,,1413,yes,0,0,20,,-0.00963615686688346
7300,2826407,1319,14428,8880,,1788,yes,2755,1294,,1,2,0,,-0.009661600171757052
7301,22907823,credible1,4900,10982,7605,1684,,,1369,yes,0,0,20,,-0.009675446645786068
7302,8984473,aTaco,8862,9844,4777,1749,,5337,1187,,1,1,32,,-0.009703154645842989
7303,21893867,exbluemaster,10204,9581,9666,1646,,,1286,yes,0,0,1,yes,-0.010062064380182117
7304,4938344,Fake Neeko,4846,11004,8250,1670,,,1370,yes,0,0,12,yes,-0.010100707623044214
7305,5408255,Nyz,15933,8684,1795,1873,,6340,1162,,6,15,8,yes,-0.01012094907211103
7306,11896500,Arkyon,6115,10537,,1844,yes,7299,1142,,14,44,0,,-0.010162037975382454
7307,13024773,_Saucy,9238,9764,5942,1720,,,1297,yes,0,0,5,yes,-0.010254064780435307
7308,6297236,Z3uN,11252,9387,3134,1806,,6361,1162,,3,7,10,yes,-0.010306664906698751
7309,9389164,-UniRain-,8939,9826,4068,1771,,7174,1144,,1,4,3,yes,-0.010373519586140106
7310,4777134,Jeffrey,18857,8336,,1767,yes,2509,1312,,7,28,0,,-0.010386871497666178
7311,12143250,innocentDE,11414,9356,3922,1775,,6773,1153,,1,1,9,yes,-0.010721883434995534
7312,21896770,ware_,12176,9229,4105,1769,,,1266,yes,0,0,12,yes,-0.010800893180050349
7313,3958814,Suome,6930,10309,,1837,yes,7017,1148,,9,22,0,,-0.010808956395050279
7314,26095913,facel3ss,11074,9423,4336,1762,,,1277,yes,0,0,45,,-0.01110311457356676
7315,6482909,-Yuyuko-,12001,9258,,1802,yes,3907,1235,,44,184,0,,-0.011208295129742432
7316,18570691,Lightwaves,6012,10567,6785,1701,,,1346,yes,0,0,18,yes,-0.01154797216790232
7317,9886408,09 Randy Orton,13706,8984,3073,1809,,4016,1231,,11,38,4,yes,-0.011902889472328714
7318,14228057,Marullo,9851,9643,5025,1743,,,1290,yes,0,0,11,,-0.011934751558239254
7319,14260747,Solk,7109,10265,3281,1801,,8412,1120,,3,10,1,yes,-0.01198849229419291
7320,8368845,Vegepurple,12364,9194,4111,1769,,,1264,yes,0,0,7,yes,-0.012018673565413036
7321,8750887,Mamotto,8756,9868,,1823,yes,7434,1139,,2,5,0,,-0.012197996740537564
7322,6676303,Heros5k,14151,8917,,1789,yes,3232,1264,,4,9,0,,-0.012224527624641317
7323,17292181,minhchau1_20,13202,9060,3798,1779,,,1257,yes,0,0,12,yes,-0.012450707740782382
7324,13952559,C0okii,10468,9529,9023,1657,,,1283,yes,0,0,1,yes,-0.012505910359521533
7325,6985327,Kryun,10267,9569,,1813,yes,8152,1125,,1,2,0,,-0.012626763818006176
7326,11379592,Zavier,6847,10330,5369,1735,,6002,1170,,7,22,2,yes,-0.012674556044150354
7327,20138434,tutvta,5471,10741,7317,1690,,,1356,yes,0,0,16,yes,-0.012735919626814196
7328,10568978,Cencory,14403,8884,3501,1791,,,1247,yes,0,0,9,yes,-0.01281434775941468
7329,16130993,Ireland,7999,10063,8439,1667,,,1313,yes,0,0,3,yes,-0.01286595141633362
7330,26700353,Illllll,12085,9244,5588,1729,,,1267,yes,0,0,1,yes,-0.013153566144604285
7331,13485008,Arakine,11704,9310,3946,1774,,5600,1180,,1,1,18,,-0.013428202668467872
7332,16858397,kanagava,6688,10371,,1839,yes,6586,1157,,26,99,0,,-0.013675409141836625
7333,31688492,JD14121,13628,8997,3037,1810,,9482,1101,,1,2,67,,-0.013755133308484949
7334,12964646,Soupmio,8643,9901,4395,1761,,5070,1194,,5,16,6,yes,-0.013849336524652908
7335,3087205,L1NKED,14607,8857,3395,1796,,3888,1235,,5,13,30,,-0.014196776987475724
7336,9135454,-Typhlo-,8313,9983,,1827,yes,5502,1183,,27,100,0,,-0.01420526213350487
7337,12340186,Aesop1,12097,9243,5628,1728,,,1267,yes,0,0,1,yes,-0.01483286837636099
7338,8473081,JungspylieSushi,7113,10264,5815,1723,,4302,1220,,12,39,8,yes,-0.014872395587459994
7339,6388387,Goombs,9800,9654,4261,1764,,8108,1126,,1,1,33,,-0.01488129912099577
7340,19035308,platinuwaa,15319,8760,3453,1793,,,1240,yes,0,0,60,,-0.014972213112836627
7341,4095978,Bedrock,13325,9041,,1794,yes,3539,1249,,1,3,0,,-0.01531814295647844
7342,15293336,Maopo,6957,10302,,1837,yes,6550,1158,,11,57,0,,-0.015336660971884963
7343,12930948,Magehawk,8387,9963,,1826,yes,6653,1156,,4,10,0,,-0.01555295037149193
7344,4796838,Hellstorm,8069,10045,5097,1742,,5602,1180,,4,14,2,yes,-0.01586841155653329
7345,15095933,-Anka-,14762,8835,3425,1795,,,1244,yes,0,0,7,yes,-0.015907653939596117
7346,5407837,RaZYoB,19358,8285,1514,1892,,6019,1170,,5,17,9,yes,-0.015966163988355958
7347,6875638,Merakis,9770,9661,5396,1734,,,1291,yes,0,0,7,yes,-0.016057049526326056
7348,12231334,Haruhime,11889,9278,6048,1718,,,1269,yes,0,0,1,yes,-0.016193941990686286
7349,17468189,kirbrisun,14230,8907,2162,1850,,9058,1109,,1,3,6,yes,-0.01622414757162141
7350,7575741,Moor,12416,9184,4109,1769,,,1264,yes,0,0,8,yes,-0.016252834053464067
7351,14748920,teenager,12816,9117,1944,1862,,6966,1149,,12,37,8,yes,-0.016818097317421815
7352,3937808,shoe lace,13699,8985,,1792,yes,3408,1255,,3,7,0,,-0.016888650902927634
7353,13907096,Communified,11399,9359,3394,1796,,8073,1127,,1,3,30,,-0.016976723694488327
7354,11646616,G4rdevoir,8257,10000,8172,1672,,,1310,yes,0,0,3,yes,-0.01706206041537406
7355,16001080,pesti,11071,9423,5364,1735,,,1277,yes,0,0,3,yes,-0.017072770069985033
7356,8832233,ppengy,11057,9426,4412,1760,,,1277,yes,0,0,36,,-0.017095334448788677
7357,12255049,luuNia_,11446,9352,4678,1752,,,1273,yes,0,0,5,yes,-0.017159353870936672
7358,4953679,waezone,11788,9296,5587,1729,,3393,1256,,3,9,2,yes,-0.017406958709565046
7359,9680907,Hades,6588,10398,,1840,yes,8065,1127,,4,14,0,,-0.01749158661170247
7360,7157133,_yosh,21203,8102,,1758,yes,2400,1319,,65,298,0,,-0.01762858485377561
7361,10424384,To My Limit,13223,9057,2506,1831,,6473,1160,,7,27,35,,-0.017864679701421277
7362,18351730,shoebill,14300,8898,3545,1789,,,1248,yes,0,0,8,yes,-0.017943309645816835
7363,13939555,volkswagen,5588,10701,6613,1705,,6075,1169,,2,6,6,yes,-0.018072929668276533
7364,3453558,Roberto,5718,10654,7635,1684,,8504,1119,,5,8,1,yes,-0.018136128737015145
7365,9206498,Shaper,13306,9043,,1794,yes,3592,1247,,3,10,0,,-0.018344343507974314
7366,10749547,ytsiwT,16325,8635,3226,1803,,3137,1269,,14,29,2,yes,-0.018344990104688826
7367,8726490,souljaboytellem,9490,9714,4645,1753,,4084,1228,,22,64,10,yes,-0.018388449571110597
7368,27253219,noobvoctoFISHtw,19402,8281,2827,1818,,,1213,yes,0,0,39,,-0.018470897431676736
7369,11933573,Txmas,11137,9409,2722,1822,,9501,1101,,2,5,11,yes,-0.01847984720387219
7370,3895932,ALTERNATOR32,12083,9245,,1801,yes,4113,1227,,4,11,0,,-0.018702819975930624
7371,15769839,HulkSmash,10455,9533,4015,1772,,5282,1188,,2,4,13,yes,-0.01880285386233463
7372,34423321,TTTFaith,16889,8564,2998,1812,,,1229,yes,0,0,9,yes,-0.01886632137318714
7373,25602139,p1tich,7476,10184,4355,1762,,9208,1106,,1,4,5,yes,-0.019165808329557
7374,3547310,l4uke,7275,10227,3404,1796,,7687,1134,,9,28,8,yes,-0.019187457356726167
7375,10634465,Dayno,10620,9500,,1810,yes,5775,1176,,1,4,0,,-0.019189194488937064
7376,7686883,- Nishina -,5284,10811,6774,1701,,,1360,yes,0,0,57,,-0.01919867218346527
7377,18461207,aiyz,13124,9069,3850,1777,,,1257,yes,0,0,43,,-0.019235557991424467
7378,11271329,iamamb,10254,9572,,1813,yes,5845,1174,,1,5,0,,-0.019310914414805244
7379,10021648,B L A C K Y,7643,10143,,1832,yes,7224,1143,,5,12,0,,-0.019448179833188473
7380,12566090,Kwolf209,10516,9519,6575,1706,,,1282,yes,0,0,2,yes,-0.019539585864653986
7381,20074435,Alpecs,11270,9383,,1806,yes,5464,1183,,1,3,0,,-0.019710329338170962
7382,23902737,zixby,9779,9659,5432,1733,,,1291,yes,0,0,7,yes,-0.01971558849670485
7383,9319605,Rosaitty,13439,9026,3791,1779,,,1255,yes,0,0,33,,-0.01974132298044157
7384,13042655,Grovyle,11566,9333,,1804,yes,5145,1192,,1,3,0,,-0.01992314692111806
7385,6798971,Kyouyama Kazusa,10280,9565,6929,1699,,,1285,yes,0,0,2,yes,-0.019955126417043223
7386,28225519,ghous,10378,9548,2602,1827,,8749,1113,,5,13,19,,-0.020092757432445457
7387,5170001,HubuCakes,6635,10386,4089,1770,,8265,1123,,2,10,4,yes,-0.020206112956550254
7388,4147031,[soul1027],16497,8610,3017,1811,,4752,1204,,1,4,111,,-0.020347691963020276
7389,13795588,[SHK]nyaxdmeow,23483,7889,5105,1741,,1649,1386,,74,298,25,,-0.02047411237363983
7390,11016385,Dozvoljeno,8967,9819,,1821,yes,6116,1168,,3,10,0,,-0.0205173066479111
7391,30351165,fuzoku,11380,9361,4379,1761,,,1273,yes,0,0,22,yes,-0.020686022388821362
7392,18068913,nuts,7512,10174,4616,1754,,7889,1130,,2,5,4,yes,-0.020730273875011862
7393,14582737,Desmond823,8815,9855,7516,1686,,,1302,yes,0,0,3,yes,-0.02074960327628428
7394,889331,Cint,14678,8848,3117,1807,,,1245,yes,0,0,2,yes,-0.02112337778510407
7395,11184885,AltApprentice,28672,7502,1937,1862,,,1161,yes,0,0,38,,-0.021128208880204058
7396,22845738,flaw01,4401,11185,7680,1682,,2443,1316,,1,1,113,,-0.02128013054516627
7397,8514740,Kifo,14848,8823,,1786,yes,3252,1263,,35,119,0,,-0.02132124534265168
7398,13958882,zStormk19,10602,9502,,1810,yes,4470,1214,,50,159,0,,-0.021547127160094923
7399,13279819,[Axvyn],12552,9159,3051,1810,,7557,1137,,1,2,4,yes,-0.02163713609846442
7400,18248035,Torru,9519,9708,2206,1847,,7068,1147,,7,17,2,yes,-0.021702071537065437
7401,12408478,FreshinS,9749,9664,5463,1732,,,1291,yes,0,0,7,yes,-0.02192417300276625
7402,25233409,Moo_God,20503,8171,2372,1838,,,1207,yes,0,0,10,yes,-0.02193776677076595
7403,10638863,- dark,8959,9822,6708,1703,,,1301,yes,0,0,4,yes,-0.022002337550342338
7404,16479492,aljich,12565,9156,4963,1745,,,1262,yes,0,0,1,yes,-0.022044858402847096
7405,12057206,Sonicrun,8825,9852,9024,1657,,5402,1185,,2,3,1,yes,-0.02218465266630533
7406,10539357,Mizuke,10323,9559,9911,1642,,,1285,yes,0,0,1,yes,-0.0222175472659919
7407,21765588,TheOGBaka,13293,9045,,1794,yes,3639,1246,,7,20,0,,-0.022274604203134242
7408,19446346,peroro,10451,9533,,1811,yes,4916,1199,,3,13,0,,-0.022535658900716266
7409,9728886,Sotarks Gaming,10374,9549,9785,1644,,,1284,yes,0,0,1,yes,-0.02277142868511492
7410,14696393,yuanun,13918,8953,2251,1844,,6787,1153,,4,14,12,yes,-0.022907064921814407
7411,7724523,Nepyutsu,12835,9115,4594,1755,,,1260,yes,0,0,1,yes,-0.023012112935486453
7412,14101784,nobaboy,20176,8204,2742,1821,,,1209,yes,0,0,40,,-0.023062250452510757
7413,3388082,ThunderBird2678,10166,9588,,1813,yes,4767,1204,,11,40,0,,-0.023170381212542043
7414,18315542,k0dy,10394,9544,9725,1645,,,1284,yes,0,0,1,yes,-0.02317304985326099
7415,17437361,World Designer,6316,10479,7380,1689,,,1340,yes,0,0,10,,-0.023435926233698445
7416,1050953,Restroom,9199,9770,,1820,yes,6448,1160,,2,7,0,,-0.02345564487082133
7417,17767428,jasodu,14569,8862,3541,1789,,,1246,yes,0,0,10,yes,-0.023631239099808514
7418,12976731,Artifyber,12305,9204,,1800,yes,5954,1172,,1,1,0,,-0.02377024116710927
7419,23139927,emacikass,10761,9476,4791,1749,,,1280,yes,0,0,10,yes,-0.023818533834032193
7420,23453797,CG14,11359,9366,2619,1827,,7356,1141,,1,5,3,yes,-0.023937129583793182
7421,7778293,Darkmaster,11543,9337,,1805,yes,5993,1171,,1,2,0,,-0.02402368055749346
7422,10796044,Apollone,11539,9338,,1805,yes,5278,1189,,3,3,0,,-0.02415719624045906
7423,6396826,Space tourist,13201,9060,,1795,yes,3998,1231,,1,1,0,,-0.024168068036547738
7424,3951809,The Alamo,18516,8374,2242,1845,,,1218,yes,0,0,4,yes,-0.024311016953706688
7425,24537388,Kurokku,13567,9006,3794,1779,,,1254,yes,0,0,19,,-0.024424657103611615
7426,5039382,Tralkke,11908,9275,,1802,yes,4404,1216,,2,7,0,,-0.024655298187495046
7427,16465883,zyuraa,15959,8681,3373,1797,,,1235,yes,0,0,21,,-0.024784265129980013
7428,13801406,- Romantic -,13462,9022,3842,1778,,,1255,yes,0,0,2,yes,-0.024822695011485228
7429,13251405,Rover Black,6072,10549,6750,1702,,7093,1146,,1,2,7,yes,-0.024861718011897835
7430,6590690,sprei,19577,8264,2296,1842,,,1212,yes,0,0,6,yes,-0.025054406289144043
7431,1593180,XzCraftP,13748,8976,,1792,yes,3513,1250,,6,24,0,,-0.025269651567263338
7432,11875751,Zerevil,10454,9533,9669,1646,,,1283,yes,0,0,1,yes,-0.025511439572295458
7433,5339196,Smurfee,13859,8961,,1791,yes,3288,1261,,1,2,0,,-0.025605151627560406
7434,14055492,Dejwid999,16746,8580,2519,1831,,,1230,yes,0,0,3,yes,-0.025656841333257616
7435,36025860,Nye Halation,37324,7004,1136,1925,,4874,1200,,1,5,18,yes,-0.025771812066196567
7436,14271963,ItzMarch,15089,8792,2621,1827,,6140,1167,,1,1,3,yes,-0.025887847930712728
7437,2390581,funky enough,11536,9338,5126,1741,,,1272,yes,0,0,3,yes,-0.025922818332839104
7438,13504695,Liuto,4461,11160,9641,1646,,,1379,yes,0,0,9,yes,-0.025949890478509763
7439,10742637,Alexite,7613,10148,9324,1652,,6805,1153,,2,4,1,yes,-0.02617122638092112
7440,18786334,ryexeu,12274,9211,4396,1761,,,1265,yes,0,0,5,yes,-0.02624747725985012
7441,3969048,Mand,12845,9113,,1797,yes,4210,1223,,1,2,0,,-0.026609484661111543
7442,12646484,Karo,15669,8715,3377,1797,,,1237,yes,0,0,12,yes,-0.026733158912793535
7443,12020720,[raz],9899,9634,,1815,yes,5194,1191,,6,16,0,,-0.026787818734080468
7444,4898467,EiW,13884,8958,,1791,yes,3293,1261,,1,2,0,,-0.026959933265016618
7445,22973790,Vappy,8245,10003,6753,1702,,,1310,yes,0,0,6,yes,-0.027005015411095512
7446,11038469,ejnah,15353,8756,3202,1803,,6259,1164,,1,1,20,,-0.02714298407028557
7447,12624814,chit,12692,9137,4918,1746,,,1261,yes,0,0,1,yes,-0.02716577898417458
7448,12743021,Nerujikan,10119,9600,,1814,yes,9198,1106,,1,2,0,,-0.027186518877659493
7449,5639069,Ksnone,10763,9475,5879,1722,,4606,1209,,1,1,2,yes,-0.027227471842265323
7450,10076665,zizikhiel,15468,8739,,1783,yes,2877,1286,,2,5,0,,-0.027345435313750152
7451,15333140,[Shua],9555,9698,,1817,yes,5166,1192,,9,30,0,,-0.02751743292651268
7452,3701898,yumi,16564,8601,,1778,yes,2801,1291,,4,10,0,,-0.027548995959325598
7453,8100759,RiseY,10765,9475,,1809,yes,6385,1161,,1,3,0,,-0.02767713394204889
7454,16075687,BlackRotii,10483,9527,5161,1740,,,1283,yes,0,0,7,yes,-0.027712650257627133
7455,6411479,W A R P A T H,9647,9680,,1816,yes,5246,1189,,6,20,0,,-0.027714544036982147
7456,22592572,Donbass_Mrekk,5425,10762,7172,1693,,,1357,yes,0,0,25,,-0.027927268779088466
7457,10553321,luukas,9198,9770,3757,1781,,8115,1126,,3,4,3,yes,-0.028002054410249083
7458,8335901,EatherBone,11495,9344,,1805,yes,9052,1109,,1,1,0,,-0.02800759811176244
7459,1942184,Jamker,13423,9028,,1794,yes,3657,1245,,4,10,0,,-0.02804126510483558
7460,17120248,meldylia25,10766,9474,,1809,yes,7664,1135,,1,2,0,,-0.02835115670488314
7461,18793259,abssttract,9635,9681,7878,1678,,,1292,yes,0,0,2,yes,-0.028402695859390342
7462,13464446,Austin-,9478,9717,5494,1731,,,1294,yes,0,0,9,yes,-0.028653388263137597
7463,18549932,Ksorchou,9638,9681,,1816,yes,5050,1195,,15,42,0,,-0.02867495427457925
7464,10816682,oliver,5002,10936,,1857,yes,8983,1110,,19,49,0,,-0.029290694798675132
7465,1795094,Sage,13449,9024,,1793,yes,3654,1245,,14,54,0,,-0.02937836046056015
7466,18887018,Sausage Roll,5457,10748,7031,1696,,,1357,yes,0,0,31,,-0.029413227233563433
7467,12108301,Gurkenmann,15274,8767,3251,1802,,,1240,yes,0,0,4,yes,-0.029485184505644718
7468,10307622,BakmaUtaniyorum,6720,10364,5139,1740,,6433,1160,,1,3,106,,-0.02965672526928502
7469,8343827,_ajsem,10412,9540,5071,1742,,,1284,yes,0,0,9,yes,-0.029800924944027127
7470,11506206,ImTK,17800,8455,2589,1828,,,1223,yes,0,0,5,yes,-0.029836766760318045
7471,4839876,Darin on osu,15124,8788,,1785,yes,3207,1265,,7,21,0,,-0.030328353953110683
7472,13725510,Damascus,10083,9605,7435,1688,,,1287,yes,0,0,2,yes,-0.03034380227868458
7473,15516626,Hukata,3611,11595,9444,1649,,,1403,yes,0,0,18,,-0.030405003283274334
7474,2408278,unberlin,7674,10136,,1832,yes,6898,1151,,5,19,0,,-0.030501510882472105
7475,13869792,Yuko,11906,9275,4287,1763,,,1268,yes,0,0,22,,-0.030787402478524288
7476,19788726,D4ne_X,11106,9415,4865,1747,,,1276,yes,0,0,7,yes,-0.031101536210045508
7477,9537557,-Inferno-,10126,9597,4465,1759,,6903,1150,,2,3,1,yes,-0.031171226433681296
7478,17517403,Asanagi Umi,8669,9890,6080,1717,,7757,1133,,1,2,2,yes,-0.031206205182598548
7479,12404995,-Agent,6797,10344,6856,1700,,5256,1189,,1,2,7,yes,-0.031265227372680095
7480,15207748,atisuma,3941,11418,7642,1683,,4628,1209,,1,6,33,,-0.031294067969853755
7481,7349993,TheEnd,12863,9111,,1797,yes,3941,1233,,3,8,0,,-0.031301375825097406
7482,17621655,AluPotat,9725,9667,3868,1777,,7173,1144,,3,4,3,yes,-0.03131883318839164
7483,14989357,omisisdr1m,11235,9389,5442,1733,,,1275,yes,0,0,3,yes,-0.03133407893573849
7484,3100669,[ Valex ],6199,10513,7321,1690,,,1342,yes,0,0,12,yes,-0.031409307966652034
7485,11397623,Sweedy,11108,9415,,1807,yes,6043,1169,,1,3,0,,-0.03185904143772793
7486,17607369,fervent,12063,9247,4426,1760,,,1267,yes,0,0,8,yes,-0.03190105295568258
7487,19291256,Karpies,11865,9281,,1803,yes,7933,1129,,1,1,0,,-0.03203923059614158
7488,16112715,Nohead,22602,7969,1047,1935,,8494,1119,,8,30,14,,-0.03224570949471969
7489,11466354,DMuTPo,11237,9389,,1806,yes,4616,1209,,5,14,0,,-0.032278041925172876
7490,11024594,eraki,10534,9516,9729,1645,,,1282,yes,0,0,1,yes,-0.0322993511149583
7491,15516421,Es Kepok,17369,8505,2894,1816,,,1226,yes,0,0,7,yes,-0.03236753440126293
7492,13013147,BurgerKing,17828,8451,1780,1874,,5170,1192,,25,78,7,yes,-0.03281782136175225
7493,9371150,Nooovic,6896,10316,7633,1684,,6698,1155,,4,11,1,yes,-0.03302693912311
7494,14895608,Sheppsu,23780,7860,2004,1858,,,1188,yes,0,0,10,,-0.033116773502004926
7495,14455213,cali4nya,15415,8746,2733,1822,,4259,1222,,2,7,4,yes,-0.03325887889169893
7496,13635433,Comyute,11522,9341,,1805,yes,6349,1162,,1,2,0,,-0.033286430643865994
7497,10397571,Scarlet Remilia,9369,9736,,1818,yes,8865,1111,,1,3,0,,-0.03337494231116814
7498,14299935,Miraijk,7442,10190,4309,1763,,9968,1092,,3,4,5,yes,-0.033870184405406456
7499,15853047,Capricciosa,11968,9264,4344,1762,,,1268,yes,0,0,17,yes,-0.0340248102743482
7500,2487832,Pekora Simp,15170,8781,,1784,yes,3113,1270,,2,8,0,,-0.03411620052679369
7501,8305600,_ms,15443,8743,3356,1798,,,1239,yes,0,0,6,yes,-0.034183748420928674
7502,9610588,kinda sus dude,8982,9816,5561,1729,,,1300,yes,0,0,13,,-0.03427557611363849
7503,16089185,Nxtcho,8282,9992,,1827,yes,6388,1161,,11,20,0,,-0.0343377097589086
7504,19934770,Vik1n6Z,11881,9279,,1803,yes,8050,1127,,1,1,0,,-0.03458657415722924
7505,18180293,Spotcicle,10710,9484,3472,1793,,5454,1184,,4,14,4,yes,-0.03482170156840987
7506,26031453,chairIess,10125,9598,,1814,yes,9532,1100,,1,2,0,,-0.035017918751565597
7507,16671740,seungwonape,11912,9274,,1802,yes,7974,1128,,1,1,0,,-0.03503940519775124
7508,9155310,SVEI,10515,9519,4933,1745,,,1282,yes,0,0,12,yes,-0.035071152384975005
7509,10672609,dpple1976,12079,9245,,1801,yes,4342,1219,,2,10,0,,-0.03532164756087135
7510,20079139,dideee_,13951,8948,3774,1780,,,1250,yes,0,0,9,yes,-0.03577404822032987
7511,30052640,realizator,15524,8734,3460,1793,,,1238,yes,0,0,13,,-0.03580322777268945
7512,15532094,fatalex,9245,9762,5386,1734,,,1297,yes,0,0,16,yes,-0.03583950048301998
7513,25713092,Disha-a,9394,9732,4248,1765,,6004,1170,,3,7,3,yes,-0.03620762572072499
7514,16082373,Lainveir,13294,9045,4326,1763,,,1256,yes,0,0,1,yes,-0.0363138784955013
7515,9814770,eisuke0530,10704,9485,4438,1760,,4502,1212,,17,60,1,yes,-0.03647233907859735
7516,9681634,Nexorous,15560,8728,3435,1794,,,1238,yes,0,0,11,yes,-0.036507260524442524
7517,14294775,Lensee,7850,10095,9194,1654,,,1315,yes,0,0,3,yes,-0.036536255027104725
7518,8046661,hvoyda,11230,9390,,1806,yes,7009,1148,,1,2,0,,-0.03660737000004338
7519,11040072,Den59,10815,9465,,1809,yes,6581,1157,,1,3,0,,-0.036641253578248795
7520,13237266,zAlfredo,12400,9187,,1799,yes,4148,1225,,4,12,0,,-0.03669494659155255
7521,36672707,ErneBoh,12519,9166,5515,1731,,,1263,yes,0,0,1,yes,-0.03682333207352473
7522,4830261,Seni,12100,9243,,1801,yes,4720,1205,,1,4,0,,-0.036847020250948194
7523,9169747,Nathanial,8961,9821,5855,1722,,,1300,yes,0,0,9,yes,-0.0369565431877826
7524,21225524,Zeroidee,16895,8563,3209,1803,,,1229,yes,0,0,14,,-0.03717350309347939
7525,12898618,yourstary85,19095,8314,2986,1812,,,1215,yes,0,0,37,,-0.03718841510281731
7526,17697722,big door,11049,9427,3186,1804,,5910,1173,,8,30,12,yes,-0.03796228637993604
7527,14758920,MrAlpacus,8391,9962,8519,1666,,5523,1182,,3,7,1,yes,-0.03857034548323553
